Ensembl	CDDP-25-1	CDDP-25-2	CDDP-25-3	CDDP-50-1	CDDP-50-2	CDDP-50-3	CON-1	CON-2	CON-3	symbol																		
ENSG00000188846.13	9467.638736	8772.615347	13468.85597	17829.42939	16401.83344	17677.53432	11231.26394	10685.48418	11673.73964	RPL14																		
ENSG00000177873.12	106.3026401	111.5467907	142.6897556	81.15899747	84.64432057	73.84367768	118.0303995	100.8778303	114.48795	ZNF619																		
ENSG00000177842.11	103.4295957	111.5467907	125.7783772	124.744385	126.1679495	118.7920032	84.10549425	80.70226427	77.40030423	ZNF620																		
ENSG00000172888.11	1528.459582	1456.405275	1603.410069	1623.179949	1673.72166	1594.060259	416.9936269	439.6592105	413.6078758	ZNF621																		
ENSG00000234287.1	38.30725768	30.58541036	56.0189411	78.15310868	51.10600487	65.81719097	19.0827592	15.97232314	16.93131655	AC099560.2																		
ENSG00000168036.16	4952.170737	4652.580658	4027.021992	2627.146807	2306.15847	2576.502232	4629.336028	4422.652212	4910.0818	CTNNB1																		
ENSG00000168038.10	107.2603215	95.35451464	143.7467168	190.8739385	188.453393	138.0555713	46.64674471	44.55437506	41.11891162	ULK4																		
ENSG00000182606.14	66.0800195	61.17082071	47.56325188	52.60305392	71.86781935	83.47546172	674.9642605	635.5303311	692.5714723	TRAK1																		
ENSG00000093183.13	475.9676767	522.6506887	539.050188	486.9539848	343.3684702	380.4554698	598.6332238	563.2345527	590.983573	SEC22C																		
ENSG00000008324.11	183.8748369	170.9184696	230.4175313	244.9799368	234.7682099	232.7681144	120.1507061	130.3005308	133.0317729	SS18L2																		
ENSG00000114857.17	1468.125651	1351.155481	1587.555652	1134.72302	1130.720358	1293.869657	754.1223728	801.1381026	892.5222582	NKTR																		
ENSG00000230084.5	3.830725768	9.895279821	9.512650376	6.011777591	19.16475183	24.07946011	6.360919733	6.725188689	3.225012676	AC006059.1																		
ENSG00000114853.13	226.0128203	229.3905777	157.4872118	117.229663	135.7503254	163.7403288	289.0684634	263.963656	263.6447863	ZBTB47																		
ENSG00000244607.5	25.85739894	16.19227607	26.42402882	16.53238837	19.16475183	16.05297341	1.413537718	1.681297172	4.031265846	CCDC13																		
ENSG00000181061.13	574.6088653	623.4026287	598.2400125	763.495754	696.3193164	695.0937486	585.9113843	579.2068758	505.520737	HIGD1A																		
ENSG00000144647.5	331.357779	272.5699805	319.2022682	266.0211584	186.8563303	194.2409782	361.8656559	316.924517	352.3326349	POMGNT2																		
ENSG00000163788.13	466.3908623	415.6017525	435.467995	229.9504928	223.5887713	245.6104931	375.2942642	327.0123	358.7826603	SNRK																		
ENSG00000160746.12	39.26493913	42.27983196	44.39236842	130.7561626	138.9444507	105.9496245	542.091715	495.9826658	513.5832687	ANO10																		
ENSG00000011198.7	434.7873747	385.0163421	393.1895489	503.4863732	520.6424246	457.5097421	304.6173783	273.2107905	280.5761028	ABHD5																		
ENSG00000271192.1	2.873044326	10.79485071	1.056961153	4.508833193	1.597062652	1.605297341	0.706768859	1.681297172	1.612506338	AC006058.2																		
ENSG00000272121.1	66.0800195	79.16223857	94.0695426	81.15899747	81.45019526	101.1337325	21.20306578	30.2633491	26.60635458	AC006058.3																		
ENSG00000280435.1	70.86842671	67.46781696	35.9366792	4.508833193	3.194125304	19.26356809	130.752239	123.5753422	120.1317222	AC006058.4																		
ENSG00000261786.1	203.9861472	180.8137495	98.29738722	24.04711036	30.34419039	28.89535213	407.8056318	347.1878661	339.4325842	AC006058.1																		
ENSG00000179152.19	372.538081	363.4266407	319.2022682	166.8268281	206.0210821	221.531033	343.4896656	334.5781373	393.4515465	TCAIM																		
ENSG00000185219.16	448.1949149	398.5099055	395.3034712	213.4181045	172.4827664	200.6621676	459.3997585	448.906345	562.764712	ZNF445																		
ENSG00000178917.15	82.36060402	91.75623107	98.29738722	57.11188711	83.04725792	91.50194842	51.59412672	40.35113213	55.63146867	ZNF852																		
ENSG00000196345.12	77.57219681	56.67296625	38.0506015	58.61483151	27.15006509	48.15892022	67.14304163	72.29577841	77.40030423	ZKSCAN7																		
ENSG00000144792.9	9.576814421	13.49356339	11.62657268	6.011777591	15.97062652	9.631784045	10.60153289	13.45037738	8.86878486	ZNF660																		
ENSG00000186448.14	639.7312033	582.9219385	661.6576817	602.6807035	519.045362	600.3812054	280.5872371	249.6726301	281.382356	ZNF197																		
ENSG00000169981.10	202.0707843	208.7004471	264.2402882	332.1507119	236.3652725	237.5840064	79.15811223	91.63069589	104.0066588	ZNF35																		
ENSG00000272077.1	45.96870922	39.58111928	45.44932957	48.09422072	59.09131813	75.44897502	12.01507061	3.362594344	4.837519015	AC124045.1																		
ENSG00000196653.11	46.92639066	35.98283571	49.67717418	49.59716512	38.32950365	59.39600161	24.73691007	26.06010617	28.21886092	ZNF502																		
ENSG00000186446.11	92.89509988	97.15365642	109.9239599	139.773829	54.30013018	65.81719097	106.0153289	80.70226427	102.3941525	ZNF501																		
ENSG00000163807.5	1286.166177	1233.311694	1449.093741	1746.42139	1413.400447	1525.032474	871.4460034	955.8174424	953.7974991	KIAA1143																		
ENSG00000163808.16	52.67247931	50.37597	119.4366103	79.65605308	67.07663139	77.05427236	371.0536511	341.303326	375.7139768	KIF15																		
ENSG00000169964.7	381.1572139	343.6360811	414.3287719	432.8479865	396.0715378	438.246174	255.1435582	220.2499296	267.6760521	TMEM42																		
ENSG00000163812.13	532.4708818	568.5288043	413.2718108	270.5299916	328.9949064	313.0329815	1018.453926	1048.288787	969.1163093	ZDHHC3																		
ENSG00000075914.12	398.3954799	369.7236369	331.885802	290.0682687	332.1890317	364.4024964	290.4820011	316.0838684	323.3075208	EXOSC7																		
ENSG00000163814.7	137.9061277	93.55537285	76.10120301	61.6207203	107.0031977	61.00129895	322.2865998	335.4187859	293.4761536	CDCP1																		
ENSG00000224094.1	3.830725768	6.29699625	3.170883459	7.514721988	1.597062652	11.23708139	3.533844296	3.362594344	3.225012676	RPS24P8																		
ENSG00000249992.1	181.0017926	137.6343466	114.1518045	353.1919334	324.2037184	276.1111426	65.02273505	107.603019	43.53767113	TMEM158																		
ENSG00000011376.9	57.46088653	80.96138035	43.33540727	58.61483151	76.65900731	80.26486704	510.2871164	468.2412625	536.9646106	LARS2																		
ENSG00000144791.9	702.9381785	726.8532814	628.8918859	297.5829907	376.9067859	354.7707123	1084.890199	1060.898516	1160.19831	LIMD1																		
ENSG00000211456.10	473.0946324	506.4584127	475.6325188	395.2743766	384.8920992	412.5614166	588.7384597	558.1906612	534.5458511	SACM1L																		
ENSG00000163818.16	116.8371359	109.7476489	100.4113095	106.7090522	83.04725792	99.52843513	315.9256801	312.721274	349.1076222	LZTFL1																		
ENSG00000163820.14	466.3908623	451.5845882	309.6896178	133.7620514	183.662205	174.9774101	694.0470197	676.7221118	670.8026367	FYCO1																		
ENSG00000172215.5	10.53449586	15.29270518	3.170883459	4.508833193	4.791187957	4.815892022	0.706768859	0.840648586	1.612506338	CXCR6																		
ENSG00000178038.16	1159.752226	1130.760612	993.5434837	745.4604212	891.16096	630.8818549	183.7599034	231.1783612	216.8821025	ALS2CL																		
ENSG00000160799.11	198.2400585	214.0978725	145.8606391	135.2649958	121.3767616	120.3973006	410.6327072	422.0055902	402.3203314	CCDC12																		
ENSG00000160796.16	1735.318773	1765.857663	1691.137845	1594.624006	2017.09013	1390.187497	1066.514209	1291.236228	1292.42383	NBEAL2																		
ENSG00000236409.1	10.53449586	6.29699625	6.341766917	9.017666386	9.582375913	1.605297341	1.413537718	2.521945758	7.256278522	NRADDP																		
ENSG00000181555.20	426.1682417	420.0996069	307.5756955	255.5005476	244.3505858	263.2687639	1073.581897	1192.880344	1131.979449	SETD2																		
ENSG00000227398.3	20.11131028	23.38884321	30.65187343	34.56772115	30.34419039	48.15892022	12.72183947	16.81297172	10.4812912	KIF9-AS1																		
ENSG00000088727.12	66.0800195	46.77768643	79.27208646	130.7561626	138.9444507	152.5032474	67.14304163	77.33966992	65.3065067	KIF9																		
ENSG00000114648.11	425.2105603	383.2172003	342.4554135	246.4828812	231.5740846	298.5853054	329.3542884	292.545708	340.2388374	KLHL18																		
ENSG00000260236.1	30.64580615	46.77768643	71.87335839	112.7208298	206.0210821	147.6873554	11.30830175	16.81297172	19.35007606	AC099778.1																		
ENSG00000076201.14	1418.326216	1594.039622	1574.872118	1651.735893	1710.454101	1406.240471	994.4237849	1028.953869	1032.004056	PTPN23																		
ENSG00000114650.18	908.8396885	985.0301276	761.0120301	838.6429739	1006.149471	844.3864012	1267.236565	1278.626499	1300.486362	SCAP																		
ENSG00000163832.15	328.4847346	336.4395139	347.7402193	293.0741575	273.0977135	301.7959001	426.888391	448.0656964	402.3203314	ELP6																		
ENSG00000114646.9	22.02667317	26.08755589	19.02530075	33.06477675	28.74712774	32.10594682	78.45134337	90.7900473	57.24397501	CSPG5																		
ENSG00000173473.10	370.6227181	315.7493834	208.2213471	288.5653243	253.9329617	292.164116	3021.436873	2923.775783	2835.592396	SMARCC1																		
ENSG00000132153.14	2769.614731	2936.199394	2978.516529	3330.524785	3131.839861	3027.590785	1465.838614	1514.848752	1603.637553	DHX30																		
ENSG00000047849.21	1095.58757	1157.747739	876.2207957	1749.427279	2494.611863	2062.807083	9085.513685	9296.732714	9140.492178	MAP4																		
ENSG00000164045.11	195.3670142	191.6086002	210.3352694	57.11188711	78.25606996	59.39600161	458.6929896	493.4607201	416.8328884	CDC25A																		
ENSG00000164047.4	21.06899173	23.38884321	10.56961153	55.60894271	7.985313261	64.21189363	9.18799517	11.76908021	10.4812912	CAMP																		
ENSG00000164048.13	116.8371359	124.1407832	95.12650376	90.17666386	87.83844587	77.05427236	65.02273505	71.45512982	64.50025353	ZNF589																		
ENSG00000228638.1	83.31828546	87.2583766	122.6074937	106.7090522	91.03257118	88.29135374	40.99259383	47.91696941	54.8252155	FCF1P2																		
ENSG00000172113.8	337.1038676	340.0377975	360.4237531	333.6536563	271.5006509	240.7946011	287.6549257	304.3147882	303.9574448	NME6																		
ENSG00000164050.12	2680.550356	2686.118686	2357.023371	2663.217473	2065.002009	2778.769697	1496.229675	1676.253281	1657.656516	PLXNB1																		
ENSG00000164051.13	846.5903948	785.3253894	891.0182519	725.9221441	729.8576321	643.7242336	343.4896656	336.2594344	358.7826603	CCDC51																		
ENSG00000232112.3	884.8976525	880.6799041	1188.024336	1579.594562	1697.677599	1629.376801	425.4748532	510.2736918	453.9205342	TMA7																		
ENSG00000164053.19	22.98435461	17.99141786	31.70883459	54.10599832	99.01788444	44.94832554	3.533844296	3.362594344	1.612506338	ATRIP																		
ENSG00000282827.2	25.85739894	21.58970143	28.53795113	25.55005476	22.35887713	24.07946011	6.360919733	5.884540103	3.225012676																			
ENSG00000164054.15	4029.923508	3796.189168	4264.838252	3877.596546	4332.830976	3557.338907	2820.714517	2790.953306	2744.485788	SHISA5																		
ENSG00000114268.11	241.3357234	236.5871448	186.0251629	145.7856066	212.4093327	128.4237873	144.1808473	125.2566393	166.894406	PFKFB4																		
ENSG00000145040.3	142.6945349	157.4249062	135.2910276	103.7031634	146.929764	65.81719097	38.1655184	23.53816041	21.76883557	UCN2																		
ENSG00000114270.17	5375.465934	5336.254536	5759.381322	3303.471786	4304.083848	2810.875644	1077.82251	1448.437514	1177.129627	COL7A1																		
ENSG00000010256.10	3157.475715	3148.498125	3881.161353	4517.850859	4086.883327	3682.5521	2629.180156	2598.44478	2766.254623	UQCRC1																		
ENSG00000225697.12	750.8222506	756.5391209	866.7081453	915.2931382	929.4904636	879.7029427	446.677919	523.7240692	500.683218	SLC26A6																		
ENSG00000008300.16	321.7809645	398.5099055	413.2718108	572.6218155	742.6341333	603.5918001	291.18877	246.3100357	303.1511916	CELSR3																		
ENSG00000228350.1	8.619132979	14.39313428	15.85441729	34.56772115	31.94125304	27.29005479	6.360919733	10.08778303	6.450025353	LINC02585																		
ENSG00000213672.7	913.6280957	895.9726092	966.0624937	1028.013968	887.9668346	786.595697	533.6104887	558.1906612	503.9082307	NCKIPSD																		
ENSG00000068745.14	2473.691165	2486.413948	2619.149737	2210.831209	2085.763824	2151.098437	1200.800292	1116.381322	1157.779551	IP6K2																		
ENSG00000114302.15	268.1508038	313.9502416	205.0504637	135.2649958	206.0210821	191.0303836	1043.190836	1055.013976	1069.091702	PRKAR2A																		
ENSG00000224424.7	33.51885047	47.67725732	35.9366792	51.10010952	54.30013018	35.3165415	42.40613155	56.32345527	41.92516479	PRKAR2A-AS1																		
ENSG00000178537.9	279.6429811	256.3777045	219.8479198	142.7797178	166.0945158	144.4767607	296.136152	304.3147882	267.6760521	SLC25A20																		
ENSG00000221883.2	136.9484462	153.8266227	263.1833271	417.8185425	495.0894222	374.0342804	6.360919733	13.45037738	8.86878486	ARIH2OS																		
ENSG00000177479.19	1736.276454	1624.625032	1615.036642	1282.011571	1371.876818	1443.162309	1425.552789	1410.608328	1319.030185	ARIH2																		
ENSG00000223343.1	10.53449586	5.397425357	19.02530075	27.05299916	22.35887713	8.026486704	3.533844296	6.725188689	3.225012676	AC137630.1																		
ENSG00000178467.17	1312.023576	1263.897104	1508.283565	1738.906668	1312.7855	1565.164907	706.0620904	671.6782203	674.8339025	P4HTM																		
ENSG00000178252.17	3591.305408	3460.649225	3660.256472	2924.729798	3024.836663	3337.413171	1930.185755	1896.50321	2114.802063	WDR6																		
ENSG00000178149.16	337.1038676	299.5571073	355.1389474	465.9127633	464.7452318	443.0620661	453.7456076	447.2250478	535.3521043	DALRD3																		
ENSG00000178057.14	421.3798345	438.9905957	551.7337218	1107.670021	963.0287793	825.1228332	913.852135	853.2583149	915.0973469	NDUFAF3																		
ENSG00000178035.11	5523.906558	5238.201309	6636.659079	7701.087094	7630.765352	7426.105498	4008.086201	3627.398649	4227.185366	IMPDH2																		
ENSG00000198218.10	814.0292258	799.7185237	643.6893421	479.4392629	515.8512367	510.4845544	1145.672321	1128.991051	1107.791854	QRICH1																		
ENSG00000172053.17	2072.422641	2088.803613	2365.47906	2290.487262	1897.310431	2040.33292	2897.752323	2777.502929	3324.988069	QARS1																		
ENSG00000172046.18	1616.566274	1558.956357	1778.86562	2060.536769	1664.139284	1799.538319	1047.431449	1028.113221	1187.610918	USP19																		
ENSG00000172037.13	3360.50418	3654.056967	3744.813365	4886.072237	3869.682806	4708.3371	1903.328538	1835.976512	2067.233126	LAMB2																		
ENSG00000270441.1	35.43421336	42.27983196	79.27208646	51.10010952	65.47956874	73.84367768	1.413537718	6.725188689	8.062531691	AC135506.1																		
ENSG00000177352.9	341.8922748	331.0420886	271.6390163	270.5299916	250.7388364	306.6117921	306.030916	337.9407316	297.5074194	CCDC71																		
ENSG00000185909.14	616.7468487	560.4326662	485.1451692	431.3450421	340.1743449	415.7720113	230.4066481	203.4369578	207.2070645	KLHDC8B																		
ENSG00000188315.7	123.540906	112.4463616	103.582193	103.7031634	121.3767616	138.0555713	103.1882534	105.9217219	106.4254183	C3orf62																		
ENSG00000114316.12	309.3311058	328.3433759	312.8605012	225.4416596	289.0683401	258.4528719	270.6924731	287.5018165	274.1260775	USP4																		
ENSG00000233276.3	8510.914976	8389.398146	11854.87629	13371.69631	9927.341446	11945.01751	2651.79676	2759.00866	2768.673383	GPX1																		
ENSG00000067560.10	4756.803723	4872.075955	5002.597136	5850.96254	7314.546947	5997.390865	8758.279703	8438.430507	8404.383035	RHOA																		
ENSG00000145022.4	412.7607015	517.2532634	406.9300438	533.5452612	584.5249307	523.3269331	477.06898	479.1696941	443.439243	TCTA																		
ENSG00000283189.2	3.830725768	4.497854464	3.170883459	3.005888795	6.388250609	8.026486704	2.120306578	1.681297172	2.418759507	AC104452.1																		
ENSG00000173402.11	1295.742991	1322.369212	808.5752819	547.0717607	507.8659234	547.4063932	5276.029534	5433.952461	5121.32013	DAG1																		
ENSG00000164061.4	42.13798345	73.76481321	87.72777569	111.2178854	237.9623352	115.5814085	25.44367893	36.1478892	36.28139261	BSN																		
ENSG00000164062.12	1841.621413	1969.160684	2048.390714	2744.37647	2100.137388	2257.048061	2285.690491	2386.601336	2359.903026	APEH																		
ENSG00000173531.15	295.9235656	275.2686932	358.3098308	423.8303201	431.2069161	446.2726607	86.93256968	105.9217219	128.1942539	MST1																		
ENSG00000164068.15	465.4331809	493.8644202	532.708421	646.266091	685.1398778	589.1441241	480.6028243	461.5160738	496.6519522	RNF123																		
ENSG00000173540.12	295.9235656	269.8712678	258.9554824	180.3533277	201.2298942	202.2674649	448.0914567	480.0103427	419.2516479	GMPPB																		
ENSG00000176095.11	836.0558989	683.6738785	710.2778947	458.3980413	397.6686004	484.7997969	857.3106262	797.7755082	930.4161572	IP6K1																		
ENSG00000187492.8	28.73044326	33.28412303	25.36706767	22.54416596	25.55300244	22.47416277	26.15044779	22.69751183	18.54382289	CDHR4																		
ENSG00000185614.4	39.26493913	56.67296625	23.25314536	25.55005476	33.5383157	17.65827075	2.827075437	8.406485861	4.031265846	INKA1																		
ENSG00000182179.12	120.6678617	137.6343466	112.0378822	153.3003286	151.720952	120.3973006	183.0531345	180.739446	203.1757986	UBA7																		
ENSG00000183763.8	67.03770095	51.27554089	117.322688	70.63838669	59.09131813	69.02778565	233.2337235	202.5963093	219.300862	TRAIP																		
ENSG00000164078.12	184.8325183	235.6875739	159.6011341	180.3533277	241.1564605	194.2409782	272.1060108	303.4741396	307.1824574	MST1R																		
ENSG00000228008.1	0.957681442	2.698712678	12.68353383	4.508833193	7.985313261	6.421189363	3.533844296	5.884540103	4.837519015	AC105935.1																		
ENSG00000164077.13	201.1131028	195.2068837	188.1390852	211.9151601	301.8448413	210.2939516	92.58672056	104.2404247	95.94412712	MON1A																		
ENSG00000004534.14	401.2685242	440.7897375	291.7212782	297.5829907	400.8627257	415.7720113	758.3629859	833.9233974	758.6842321	RBM6																		
ENSG00000003756.16	1093.672207	1103.773485	987.2017168	813.0929191	779.3665743	780.1745076	571.0692382	648.1400599	680.4776747	RBM5																		
ENSG00000235016.1	17.23826596	15.29270518	40.16452381	28.55594356	28.74712774	33.71124416	3.533844296	4.203242931	4.837519015	SEMA3F-AS1																		
ENSG00000001617.11	429.9989675	360.727928	288.5503947	112.7208298	182.0651424	93.10724576	60.07535303	80.70226427	54.01896233	SEMA3F																		
ENSG00000188338.14	46.92639066	33.28412303	27.48098997	28.55594356	12.77650122	32.10594682	7.774457451	18.49426889	8.062531691	SLC38A3																		
ENSG00000114353.16	3034.89249	2799.464618	2816.801472	2134.181045	2486.62655	2091.702435	4038.477262	4073.783048	3969.184352	GNAI2																		
ENSG00000230454.1	107.2603215	123.2412123	137.4049499	129.2532182	156.5121399	162.1350314	32.51136752	26.06010617	46.76268381	U73166.1																		
ENSG00000232352.1	49.79943499	59.37167893	40.16452381	45.08833193	28.74712774	59.39600161	12.72183947	10.92843162	23.3813419	SEMA3B-AS1																		
ENSG00000012171.19	2244.8053	1970.959826	1860.251629	1520.97973	1237.723555	1277.816683	423.3545467	391.7422411	396.6765592	SEMA3B																		
ENSG00000214706.10	1109.952791	1114.568336	1114.037055	1666.765337	1373.473881	1391.792794	1377.492507	1418.174165	1308.548893	IFRD2																		
ENSG00000186792.16	140.779172	170.0188987	240.9871428	190.8739385	234.7682099	152.5032474	96.12056485	112.6469105	104.0066588	HYAL3																		
ENSG00000243477.5	192.4939699	150.2283391	149.0315226	121.7384962	170.8857038	142.8714633	100.361178	96.6745874	86.26908909	NAA80																		
ENSG00000114378.16	1696.053834	1653.411301	1826.428872	1669.771226	1563.524337	1428.714633	1058.739751	1016.344141	1158.585804	HYAL1																		
ENSG00000068001.13	756.5683392	666.5820316	914.2713972	719.9103665	761.7988851	722.3838033	773.205132	744.8146473	784.4843335	HYAL2																		
ENSG00000114383.9	1903.870707	1762.259379	2372.877788	2398.699259	2258.24659	2266.679845	532.9037198	575.8442815	504.7144839	TUSC2																		
ENSG00000068028.17	648.3503363	648.5906137	855.0815727	1061.078745	846.4432057	964.7837018	436.783155	426.2088332	395.870306	RASSF1																		
ENSG00000004838.13	61.29161229	67.46781696	56.0189411	132.259107	162.9003905	99.52843513	7.774457451	6.725188689	8.062531691	ZMYND10																		
ENSG00000114388.12	431.9143304	457.8815844	455.5502569	515.5099284	536.6130512	520.1163384	226.8728038	235.3816041	227.3633937	NPRL2																		
ENSG00000114395.10	365.8343109	338.2386557	347.7402193	494.4687068	335.383157	343.5336309	241.7149499	264.8043046	234.6196722	CYB561D2																		
ENSG00000126062.3	1355.119241	1296.281657	1669.998622	1653.238837	1673.72166	1412.66166	713.1297789	691.8537864	654.6775733	TMEM115																		
ENSG00000007402.11	28.73044326	24.28841411	33.82275689	30.05888795	43.12069161	27.29005479	21.20306578	24.378809	14.51255704	CACNA2D2																		
ENSG00000088543.14	0.957681442	11.69442161	4.227844611	4.508833193	9.582375913	8.026486704	9.18799517	13.45037738	15.31881021	C3orf18																		
ENSG00000114735.9	255.700945	270.7708387	245.2149875	199.8916049	269.9035882	255.2422772	333.5949015	297.5895995	370.0702046	HEMK1																		
ENSG00000114737.15	207.8168729	207.8008762	229.3605702	324.6359899	325.8007811	298.5853054	63.60919733	46.23567224	74.17529156	CISH																		
ENSG00000114738.10	1445.141296	1478.894548	1210.22052	966.3932477	1384.653319	923.0459709	1725.222785	1627.495663	1468.187021	MAPKAPK3																		
ENSG00000273356.1	5.746088653	5.397425357	7.39872807	3.005888795	12.77650122	8.026486704	0.706768859	2.521945758	0.806253169	LINC02019																		
ENSG00000088538.12	84.2759669	107.9485071	122.6074937	115.7267186	228.3799593	189.4250862	175.9854459	166.4484201	187.0507352	DOCK3																		
ENSG00000145050.15	703.8958599	689.0713039	930.1258145	1163.278964	1046.076037	1149.392896	794.4081978	832.2421003	851.4033466	MANF																		
ENSG00000259956.1	2151.9102	1916.985573	2383.4474	2233.375375	1691.289349	2115.781895	1581.748707	1607.320097	1726.188035	RBM15B																		
ENSG00000145041.15	159.9328008	173.6171823	109.9239599	90.17666386	92.62963383	112.3708139	612.0618321	595.179199	647.4212948	DCAF1																		
ENSG00000164080.13	159.9328008	172.7176114	100.4113095	81.15899747	107.0031977	97.92313779	334.3016704	356.4350005	371.682711	RAD54L2																		
ENSG00000164081.12	651.2233806	685.4730203	543.2780326	613.2013142	558.9719283	526.5375278	968.980106	967.5865226	907.8410684	TEX264																		
ENSG00000114767.6	934.6970875	1026.410389	1063.30292	1774.977334	1957.998812	1565.164907	525.1292624	536.3337979	524.0645599	RRP9																		
ENSG00000041880.14	997.9040627	931.0558741	944.9232706	1046.049301	1095.584979	865.2552667	374.5874954	383.3357553	357.1701539	PARP3																		
ENSG00000090097.21	1397.257224	1165.843877	1282.093878	1044.546356	856.0255816	837.9652119	551.2797102	595.179199	482.1393951	PCBP4																		
ENSG00000114779.19	760.399065	670.1803151	822.3157769	760.4898652	1033.299536	873.2817534	746.3479153	818.7917229	878.8159543	ABHD14B																		
ENSG00000248487.8	87.14901123	78.26266767	108.8669987	100.6972746	75.06194466	102.7390298	50.180589	62.20799537	60.46898768	ABHD14A																		
ENSG00000243989.8	35.43421336	36.88240661	38.0506015	34.56772115	31.94125304	33.71124416	28.97752323	23.53816041	20.9625824	ACY1																		
ENSG00000162244.10	17411.6063	15845.94128	25400.89043	32600.36693	26322.78663	32446.26985	14202.52023	13629.43553	15132.56573	RPL29																		
ENSG00000164086.9	683.7845496	593.7167893	663.771604	514.006984	480.7158583	446.2726607	326.527213	331.2155429	342.6575969	DUSP7																		
ENSG00000164087.7	50.75711643	55.77339535	93.01258145	138.2708846	122.9738242	155.7138421	508.8735786	545.5809324	477.3018761	POC1A																		
ENSG00000023330.14	1849.282865	1740.669678	1906.75792	1796.018555	2165.616956	1621.350314	728.6786938	743.9739987	723.2090927	ALAS1																		
ENSG00000247596.8	1319.685027	1301.679082	1308.517907	1106.167077	1132.31742	987.2578646	1115.988029	1119.743917	1124.723171	TWF2																		
ENSG00000243224.1	4.78840721	11.69442161	15.85441729	15.02944398	15.97062652	16.05297341	26.15044779	13.45037738	29.02511409	AC006252.1																		
ENSG00000164088.17	160.8904823	175.4163241	109.9239599	150.2944398	129.3620748	138.0555713	225.4592661	209.3214979	253.1634951	PPM1M																		
ENSG00000164091.11	2312.800683	2126.585591	1842.283289	1190.331963	1065.240789	1130.129328	2171.900704	2207.543187	2292.17776	WDR82																		
ENSG00000168237.17	99.59886998	125.0403541	90.89865915	154.803273	121.3767616	105.9496245	182.3463657	166.4484201	206.4008113	GLYCTK																		
ENSG00000207926.1	2.873044326	2.698712678	7.39872807	10.52061078	15.97062652	9.631784045	7.774457451	5.043891517	4.031265846	MIR135A1																		
ENSG00000114841.17	66.0800195	80.96138035	103.582193	243.4769924	297.0536533	377.2448751	174.5719082	163.0858257	178.1819504	DNAH1																		
ENSG00000163930.9	1906.743751	1881.002737	2322.143653	2425.752258	2336.50266	2432.025471	1704.726488	1724.17025	1560.099882	BAP1																		
ENSG00000010318.20	99.59886998	127.7390668	142.6897556	124.744385	146.929764	101.1337325	127.9251635	151.3167455	97.55663346	PHF7																		
ENSG00000010319.6	36.3918948	41.38026107	53.9050188	57.11188711	46.31481692	43.3430282	7.774457451	6.725188689	7.256278522	SEMA3G																		
ENSG00000114854.7	11.49217731	19.79055964	15.85441729	27.05299916	27.15006509	41.73773086	10.60153289	5.884540103	5.643772184	TNNC1																		
ENSG00000010322.15	1895.251574	1820.731487	2061.074248	2057.53088	1964.387062	2053.175299	809.2503438	866.7086923	924.772385	NISCH																		
ENSG00000168268.10	1477.702465	1701.988129	2390.846128	3437.233837	2879.503962	2741.847858	1608.605924	1769.565274	1632.662667	NT5DC2																		
ENSG00000168273.7	149.398305	169.1193278	199.7656579	264.518214	328.9949064	290.5588187	94.00025828	110.1249648	95.13787395	SMIM4																		
ENSG00000163939.18	260.4893522	234.788003	232.5314536	211.9151601	229.9770219	219.9257357	682.0319491	724.6390812	715.146561	PBRM1																		
ENSG00000163938.16	1823.425466	1854.01561	1530.479749	1483.40612	1533.180146	1492.926527	1613.553306	1613.204637	1472.218287	GNL3																		
ENSG00000212493.1	4.78840721	4.497854464	3.170883459	9.017666386	3.194125304	6.421189363	0.706768859	0.840648586	2.418759507	SNORD19																		
ENSG00000222345.1	6.703770095	10.79485071	3.170883459	10.52061078	14.37356387	9.631784045	4.240613155	4.203242931	1.612506338	SNORD19C																		
ENSG00000016864.18	530.5555189	543.3408193	553.8476441	571.1188711	528.6277379	512.0898517	627.610747	646.4587627	578.8897754	GLT8D1																		
ENSG00000114902.13	1154.963819	1148.75203	1299.005257	1441.323677	1231.335305	1465.636472	1246.740268	1241.637962	1140.041981	SPCS1																		
ENSG00000114904.12	241.3357234	251.87985	227.2466479	238.9681592	215.6034581	256.8475745	284.8278503	337.100083	330.5637993	NEK4																		
ENSG00000162267.12	3.830725768	7.196567142	8.455689223	6.011777591	6.388250609	4.815892022	11.30830175	22.69751183	9.675038029	ITIH3																		
ENSG00000055955.15	22.98435461	10.79485071	22.19618421	9.017666386	23.95593978	4.815892022	9.18799517	4.203242931	5.643772184	ITIH4																		
ENSG00000213533.11	4.78840721	11.69442161	6.341766917	3.005888795	7.985313261	1.605297341	14.13537718	21.85686324	13.70630387	STIMATE																		
ENSG00000163935.13	40.22262057	44.07897375	32.76579574	22.54416596	20.76181448	41.73773086	376.0010331	368.2040807	358.7826603	SFMBT1																		
ENSG00000272305.5	0.957681442	2.698712678	4.227844611	4.508833193	9.582375913	1.605297341	0.706768859	2.521945758	2.418759507	AC096887.1																		
ENSG00000280417.1	29.6881247	26.08755589	41.22148496	22.54416596	33.5383157	24.07946011	38.87228726	32.78529486	29.83136726	AC096887.2																		
ENSG00000163933.9	302.6273357	306.7536744	218.7909586	229.9504928	279.4859641	247.2157905	457.2794519	450.5876422	454.7267874	RFT1																		
